TradeDate,Open,High,Low,ClosePrice,Volume,Ticker,Pct_Change,MA20,MA_Volume_30,RSI_14,Market_Regime
2025-01-13,21.29,21.71,21.21,21.58,13586454,HPG,1.36,22.18,16637963.47,40.59,SIDEWAY_NOISE
2025-01-14,21.62,21.67,21.5,21.54,7670367,HPG,-0.19,22.13,16273958.2,40.04,SIDEWAY_NOISE
2025-01-14,21.62,21.67,21.5,21.54,7670367,HPG,-0.19,22.13,16273958.2,40.04,SIDEWAY_NOISE
2025-01-14,21.62,21.67,21.5,21.54,7670367,HPG,-0.19,22.13,16273958.2,40.04,SIDEWAY_NOISE
2025-01-15,21.67,21.87,21.58,21.83,11228889,HPG,1.35,22.1,16120815.93,45.73,SIDEWAY_NOISE
2025-01-15,21.67,21.87,21.58,21.83,11228889,HPG,1.35,22.1,16120815.93,45.73,SIDEWAY_NOISE
2025-01-15,21.67,21.87,21.58,21.83,11228889,HPG,1.35,22.1,16120815.93,45.73,SIDEWAY_NOISE
2025-01-16,21.92,22.04,21.71,21.92,11215124,HPG,0.41,22.06,16077418.7,47.4,SIDEWAY_NOISE
2025-01-16,21.92,22.04,21.71,21.92,11215124,HPG,0.41,22.06,16077418.7,47.4,SIDEWAY_NOISE
2025-01-16,21.92,22.04,21.71,21.92,11215124,HPG,0.41,22.06,16077418.7,47.4,SIDEWAY_NOISE
2025-01-17,21.92,22.08,21.75,22.08,13956621,HPG,0.73,22.04,15050218.63,50.32,SIDEWAY_NOISE
2025-01-17,21.92,22.08,21.75,22.08,13956621,HPG,0.73,22.04,15050218.63,50.32,SIDEWAY_NOISE
2025-01-17,21.92,22.08,21.75,22.08,13956621,HPG,0.73,22.04,15050218.63,50.32,SIDEWAY_NOISE
2025-01-20,22.08,22.29,22.04,22.04,9665010,HPG,-0.18,22.03,14580096.83,49.58,SIDEWAY_NOISE
2025-01-20,22.08,22.29,22.04,22.04,9665010,HPG,-0.18,22.03,14580096.83,49.58,SIDEWAY_NOISE
2025-01-20,22.08,22.29,22.04,22.04,9665010,HPG,-0.18,22.03,14580096.83,49.58,SIDEWAY_NOISE
2025-01-21,22.17,22.17,21.83,21.92,10429273,HPG,-0.54,22.0,14395480.0,47.32,SIDEWAY_NOISE
2025-01-21,22.17,22.17,21.83,21.92,10429273,HPG,-0.54,22.0,14395480.0,47.32,SIDEWAY_NOISE
2025-01-21,22.17,22.17,21.83,21.92,10429273,HPG,-0.54,22.0,14395480.0,47.32,SIDEWAY_NOISE
2025-01-22,22.0,22.0,21.79,21.79,10285189,HPG,-0.59,21.98,13647803.1,44.94,SIDEWAY_NOISE
2025-01-22,22.0,22.0,21.79,21.79,10285189,HPG,-0.59,21.98,13647803.1,44.94,SIDEWAY_NOISE
2025-01-22,22.0,22.0,21.79,21.79,10285189,HPG,-0.59,21.98,13647803.1,44.94,SIDEWAY_NOISE
2025-01-23,21.83,22.29,21.79,22.21,15800444,HPG,1.93,21.96,13606314.47,53.15,SIDEWAY_NOISE
2025-01-23,21.83,22.29,21.79,22.21,15800444,HPG,1.93,21.96,13606314.47,53.15,SIDEWAY_NOISE
2025-01-23,21.83,22.29,21.79,22.21,15800444,HPG,1.93,21.96,13606314.47,53.15,SIDEWAY_NOISE
2025-01-24,22.21,22.21,22.04,22.12,10409008,HPG,-0.41,21.94,13254068.73,51.38,SIDEWAY_NOISE
2025-01-24,22.21,22.21,22.04,22.12,10409008,HPG,-0.41,21.94,13254068.73,51.38,SIDEWAY_NOISE
2025-01-24,22.21,22.21,22.04,22.12,10409008,HPG,-0.41,21.94,13254068.73,51.38,SIDEWAY_NOISE
2025-02-03,22.08,22.17,21.87,22.0,16987354,HPG,-0.54,21.92,13244377.83,49.04,SIDEWAY_DISTRIBUTION
2025-02-03,22.08,22.17,21.87,22.0,16987354,HPG,-0.54,21.92,13244377.83,49.04,SIDEWAY_DISTRIBUTION
2025-02-03,22.08,22.17,21.87,22.0,16987354,HPG,-0.54,21.92,13244377.83,49.04,SIDEWAY_DISTRIBUTION
2025-02-04,22.08,22.5,22.04,22.37,17370750,HPG,1.68,21.93,13267857.37,55.74,SIDEWAY_NOISE
2025-02-04,22.08,22.5,22.04,22.37,17370750,HPG,1.68,21.93,13267857.37,55.74,SIDEWAY_NOISE
2025-02-04,22.08,22.5,22.04,22.37,17370750,HPG,1.68,21.93,13267857.37,55.74,SIDEWAY_NOISE
2025-02-05,22.37,22.5,22.29,22.33,14477772,HPG,-0.18,21.93,13389885.33,54.9,SIDEWAY_DISTRIBUTION
2025-02-05,22.37,22.5,22.29,22.33,14477772,HPG,-0.18,21.93,13389885.33,54.9,SIDEWAY_DISTRIBUTION
2025-02-05,22.37,22.5,22.29,22.33,14477772,HPG,-0.18,21.93,13389885.33,54.9,SIDEWAY_DISTRIBUTION
2025-02-06,22.33,22.46,22.29,22.33,13545529,HPG,0.0,21.92,13414673.93,54.9,SIDEWAY_DISTRIBUTION
2025-02-06,22.33,22.46,22.29,22.33,13545529,HPG,0.0,21.92,13414673.93,54.9,SIDEWAY_DISTRIBUTION
2025-02-06,22.33,22.46,22.29,22.33,13545529,HPG,0.0,21.92,13414673.93,54.9,SIDEWAY_DISTRIBUTION
2025-02-07,22.33,22.33,22.17,22.21,12556995,HPG,-0.54,21.93,12821776.93,52.16,SIDEWAY_NOISE
2025-02-07,22.33,22.33,22.17,22.21,12556995,HPG,-0.54,21.93,12821776.93,52.16,SIDEWAY_NOISE
2025-02-07,22.33,22.33,22.17,22.21,12556995,HPG,-0.54,21.93,12821776.93,52.16,SIDEWAY_NOISE
2025-02-10,22.08,22.08,21.17,21.17,61143342,HPG,-4.68,21.9,14401429.33,35.6,PANIC
2025-02-10,22.08,22.08,21.17,21.17,61143342,HPG,-4.68,21.9,14401429.33,35.6,PANIC
2025-02-10,22.08,22.08,21.17,21.17,61143342,HPG,-4.68,21.9,14401429.33,35.6,PANIC
2025-02-11,21.21,21.75,21.21,21.75,28914141,HPG,2.74,21.9,14934987.7,45.92,EXPLOSION
2025-02-11,21.21,21.75,21.21,21.75,28914141,HPG,2.74,21.9,14934987.7,45.92,EXPLOSION
2025-02-11,21.21,21.75,21.21,21.75,28914141,HPG,2.74,21.9,14934987.7,45.92,EXPLOSION
2025-02-12,21.83,21.83,21.54,21.54,13674965,HPG,-0.97,21.88,14941757.43,43.22,SIDEWAY_NOISE
2025-02-12,21.83,21.83,21.54,21.54,13674965,HPG,-0.97,21.88,14941757.43,43.22,SIDEWAY_NOISE
2025-02-12,21.83,21.83,21.54,21.54,13674965,HPG,-0.97,21.88,14941757.43,43.22,SIDEWAY_NOISE
2025-02-13,21.62,21.67,21.54,21.58,9507535,HPG,0.19,21.88,14686882.9,43.89,SIDEWAY_NOISE
2025-02-13,21.62,21.67,21.54,21.58,9507535,HPG,0.19,21.88,14686882.9,43.89,SIDEWAY_NOISE
2025-02-13,21.62,21.67,21.54,21.58,9507535,HPG,0.19,21.88,14686882.9,43.89,SIDEWAY_NOISE
2025-02-14,21.75,21.92,21.67,21.75,18592795,HPG,0.79,21.9,14973903.1,46.79,SIDEWAY_NOISE
2025-02-14,21.75,21.92,21.67,21.75,18592795,HPG,0.79,21.9,14973903.1,46.79,SIDEWAY_NOISE
2025-02-14,21.75,21.92,21.67,21.75,18592795,HPG,0.79,21.9,14973903.1,46.79,SIDEWAY_NOISE
2025-02-17,21.79,21.87,21.71,21.79,14380031,HPG,0.18,21.91,15073317.73,47.48,SIDEWAY_ACCUMULATION
2025-02-17,21.79,21.87,21.71,21.79,14380031,HPG,0.18,21.91,15073317.73,47.48,SIDEWAY_ACCUMULATION
2025-02-17,21.79,21.87,21.71,21.79,14380031,HPG,0.18,21.91,15073317.73,47.48,SIDEWAY_ACCUMULATION
2025-02-18,21.96,22.17,21.92,22.12,24951942,HPG,1.51,21.94,15499166.1,52.89,SIDEWAY_ACCUMULATION
2025-02-18,21.96,22.17,21.92,22.12,24951942,HPG,1.51,21.94,15499166.1,52.89,SIDEWAY_ACCUMULATION
2025-02-18,21.96,22.17,21.92,22.12,24951942,HPG,1.51,21.94,15499166.1,52.89,SIDEWAY_ACCUMULATION
2025-02-19,22.17,22.17,22.0,22.08,13664314,HPG,-0.18,21.96,15612707.13,52.19,SIDEWAY_ACCUMULATION
2025-02-19,22.17,22.17,22.0,22.08,13664314,HPG,-0.18,21.96,15612707.13,52.19,SIDEWAY_ACCUMULATION
2025-02-19,22.17,22.17,22.0,22.08,13664314,HPG,-0.18,21.96,15612707.13,52.19,SIDEWAY_ACCUMULATION
2025-02-20,22.12,22.17,22.08,22.12,11920169,HPG,0.18,21.96,15511028.57,52.87,SIDEWAY_ACCUMULATION
2025-02-20,22.12,22.17,22.08,22.12,11920169,HPG,0.18,21.96,15511028.57,52.87,SIDEWAY_ACCUMULATION
2025-02-20,22.12,22.17,22.08,22.12,11920169,HPG,0.18,21.96,15511028.57,52.87,SIDEWAY_ACCUMULATION
2025-02-21,22.12,22.17,22.0,22.04,11076712,HPG,-0.36,21.96,15439968.57,51.31,SIDEWAY_ACCUMULATION
2025-02-21,22.12,22.17,22.0,22.04,11076712,HPG,-0.36,21.96,15439968.57,51.31,SIDEWAY_ACCUMULATION
2025-02-21,22.12,22.17,22.0,22.04,11076712,HPG,-0.36,21.96,15439968.57,51.31,SIDEWAY_ACCUMULATION
2025-02-24,23.58,23.58,22.96,23.08,73928603,HPG,4.72,22.02,17395335.97,65.53,EXPLOSION
2025-02-24,23.58,23.58,22.96,23.08,73928603,HPG,4.72,22.02,17395335.97,65.53,EXPLOSION
2025-02-24,23.58,23.58,22.96,23.08,73928603,HPG,4.72,22.02,17395335.97,65.53,EXPLOSION
2025-02-25,23.0,23.08,22.67,22.92,31597535,HPG,-0.69,22.06,17968093.77,62.5,SIDEWAY_NOISE
2025-02-25,23.0,23.08,22.67,22.92,31597535,HPG,-0.69,22.06,17968093.77,62.5,SIDEWAY_NOISE
2025-02-25,23.0,23.08,22.67,22.92,31597535,HPG,-0.69,22.06,17968093.77,62.5,SIDEWAY_NOISE
2025-02-26,23.0,23.29,22.96,23.12,31840327,HPG,0.87,22.13,18597331.43,64.7,SIDEWAY_NOISE
2025-02-26,23.0,23.29,22.96,23.12,31840327,HPG,0.87,22.13,18597331.43,64.7,SIDEWAY_NOISE
2025-02-26,23.0,23.29,22.96,23.12,31840327,HPG,0.87,22.13,18597331.43,64.7,SIDEWAY_NOISE
2025-02-27,23.17,23.71,23.0,23.71,51151649,HPG,2.55,22.21,19993963.77,70.23,EXPLOSION
2025-02-27,23.17,23.71,23.0,23.71,51151649,HPG,2.55,22.21,19993963.77,70.23,EXPLOSION
2025-02-27,23.17,23.71,23.0,23.71,51151649,HPG,2.55,22.21,19993963.77,70.23,EXPLOSION
2025-02-28,23.67,23.67,23.29,23.33,24230428,HPG,-1.6,22.27,20325308.9,63.34,SIDEWAY_NOISE
2025-02-28,23.67,23.67,23.29,23.33,24230428,HPG,-1.6,22.27,20325308.9,63.34,SIDEWAY_NOISE
2025-02-28,23.67,23.67,23.29,23.33,24230428,HPG,-1.6,22.27,20325308.9,63.34,SIDEWAY_NOISE
2025-03-03,23.37,23.54,23.33,23.37,20678579,HPG,0.17,22.34,20561713.07,63.75,SIDEWAY_NOISE
2025-03-03,23.37,23.54,23.33,23.37,20678579,HPG,0.17,22.34,20561713.07,63.75,SIDEWAY_NOISE
2025-03-03,23.37,23.54,23.33,23.37,20678579,HPG,0.17,22.34,20561713.07,63.75,SIDEWAY_NOISE
2025-03-04,23.37,23.37,23.04,23.21,27441800,HPG,-0.68,22.38,21220760.83,60.86,SIDEWAY_NOISE
2025-03-04,23.37,23.37,23.04,23.21,27441800,HPG,-0.68,22.38,21220760.83,60.86,SIDEWAY_NOISE
2025-03-04,23.37,23.37,23.04,23.21,27441800,HPG,-0.68,22.38,21220760.83,60.86,SIDEWAY_NOISE
2025-03-05,23.21,23.25,22.96,22.96,30401582,HPG,-1.08,22.41,21859850.6,56.56,SIDEWAY_NOISE
2025-03-05,23.21,23.25,22.96,22.96,30401582,HPG,-1.08,22.41,21859850.6,56.56,SIDEWAY_NOISE
2025-03-05,23.21,23.25,22.96,22.96,30401582,HPG,-1.08,22.41,21859850.6,56.56,SIDEWAY_NOISE
2025-03-06,23.0,23.29,23.0,23.29,36989136,HPG,1.44,22.46,22718984.33,60.53,SIDEWAY_NOISE
2025-03-06,23.0,23.29,23.0,23.29,36989136,HPG,1.44,22.46,22718984.33,60.53,SIDEWAY_NOISE
2025-03-06,23.0,23.29,23.0,23.29,36989136,HPG,1.44,22.46,22718984.33,60.53,SIDEWAY_NOISE
2025-03-07,23.33,23.42,23.12,23.37,33148420,HPG,0.34,22.51,23358710.97,61.45,SIDEWAY_NOISE
2025-03-07,23.33,23.42,23.12,23.37,33148420,HPG,0.34,22.51,23358710.97,61.45,SIDEWAY_NOISE
2025-03-07,23.33,23.42,23.12,23.37,33148420,HPG,0.34,22.51,23358710.97,61.45,SIDEWAY_NOISE
2025-03-10,23.42,23.5,23.29,23.29,23601359,HPG,-0.34,22.62,23823255.93,59.94,SIDEWAY_NOISE
2025-03-10,23.42,23.5,23.29,23.29,23601359,HPG,-0.34,22.62,23823255.93,59.94,SIDEWAY_NOISE
2025-03-10,23.42,23.5,23.29,23.29,23601359,HPG,-0.34,22.62,23823255.93,59.94,SIDEWAY_NOISE
2025-03-11,23.0,23.46,23.0,23.46,26105585,HPG,0.73,22.71,24345799.67,62.07,SIDEWAY_NOISE
2025-03-11,23.0,23.46,23.0,23.46,26105585,HPG,0.73,22.71,24345799.67,62.07,SIDEWAY_NOISE
2025-03-11,23.0,23.46,23.0,23.46,26105585,HPG,0.73,22.71,24345799.67,62.07,SIDEWAY_NOISE
2025-03-12,23.5,23.5,23.17,23.17,20664501,HPG,-1.24,22.79,24691776.73,56.56,SIDEWAY_NOISE
2025-03-12,23.5,23.5,23.17,23.17,20664501,HPG,-1.24,22.79,24691776.73,56.56,SIDEWAY_NOISE
2025-03-12,23.5,23.5,23.17,23.17,20664501,HPG,-1.24,22.79,24691776.73,56.56,SIDEWAY_NOISE
2025-03-13,23.21,23.37,23.08,23.08,24826490,HPG,-0.39,22.86,24992644.93,54.93,SIDEWAY_NOISE
2025-03-13,23.21,23.37,23.08,23.08,24826490,HPG,-0.39,22.86,24992644.93,54.93,SIDEWAY_NOISE
2025-03-13,23.21,23.37,23.08,23.08,24826490,HPG,-0.39,22.86,24992644.93,54.93,SIDEWAY_NOISE
2025-03-14,23.08,23.21,22.96,22.96,18298151,HPG,-0.52,22.92,25255616.37,52.75,SIDEWAY_NOISE
2025-03-14,23.08,23.21,22.96,22.96,18298151,HPG,-0.52,22.92,25255616.37,52.75,SIDEWAY_NOISE
2025-03-14,23.08,23.21,22.96,22.96,18298151,HPG,-0.52,22.92,25255616.37,52.75,SIDEWAY_NOISE
2025-03-17,23.25,23.46,23.12,23.21,19738337,HPG,1.09,22.99,25347315.8,56.61,SIDEWAY_NOISE
2025-03-17,23.25,23.46,23.12,23.21,19738337,HPG,1.09,22.99,25347315.8,56.61,SIDEWAY_NOISE
2025-03-17,23.25,23.46,23.12,23.21,19738337,HPG,1.09,22.99,25347315.8,56.61,SIDEWAY_NOISE
2025-03-18,23.25,23.37,23.0,23.0,18761045,HPG,-0.9,23.04,25393658.97,52.71,SIDEWAY_NOISE
2025-03-18,23.25,23.37,23.0,23.0,18761045,HPG,-0.9,23.04,25393658.97,52.71,SIDEWAY_NOISE
2025-03-18,23.25,23.37,23.0,23.0,18761045,HPG,-0.9,23.04,25393658.97,52.71,SIDEWAY_NOISE
2025-03-19,23.0,23.0,22.58,22.71,37953539,HPG,-1.26,23.07,26176184.53,47.81,SIDEWAY_NOISE
2025-03-19,23.0,23.0,22.58,22.71,37953539,HPG,-1.26,23.07,26176184.53,47.81,SIDEWAY_NOISE
2025-03-19,23.0,23.0,22.58,22.71,37953539,HPG,-1.26,23.07,26176184.53,47.81,SIDEWAY_NOISE
2025-03-20,22.75,22.87,22.54,22.62,25038597,HPG,-0.4,23.1,26559286.8,46.37,SIDEWAY_NOISE
2025-03-20,22.75,22.87,22.54,22.62,25038597,HPG,-0.4,23.1,26559286.8,46.37,SIDEWAY_NOISE
2025-03-20,22.75,22.87,22.54,22.62,25038597,HPG,-0.4,23.1,26559286.8,46.37,SIDEWAY_NOISE
2025-03-21,22.58,22.71,22.54,22.62,18921643,HPG,0.0,23.12,26771441.73,46.37,SIDEWAY_NOISE
2025-03-21,22.58,22.71,22.54,22.62,18921643,HPG,0.0,23.12,26771441.73,46.37,SIDEWAY_NOISE
2025-03-21,22.58,22.71,22.54,22.62,18921643,HPG,0.0,23.12,26771441.73,46.37,SIDEWAY_NOISE
2025-03-24,22.62,22.71,22.42,22.62,16247689,HPG,0.0,23.1,25274919.97,46.37,SIDEWAY_NOISE
2025-03-24,22.62,22.71,22.42,22.62,16247689,HPG,0.0,23.1,25274919.97,46.37,SIDEWAY_NOISE
2025-03-24,22.62,22.71,22.42,22.62,16247689,HPG,0.0,23.1,25274919.97,46.37,SIDEWAY_NOISE
2025-03-25,22.71,22.83,22.58,22.67,20115102,HPG,0.22,23.09,24981618.67,47.47,SIDEWAY_NOISE
2025-03-25,22.71,22.83,22.58,22.67,20115102,HPG,0.22,23.09,24981618.67,47.47,SIDEWAY_NOISE
2025-03-25,22.71,22.83,22.58,22.67,20115102,HPG,0.22,23.09,24981618.67,47.47,SIDEWAY_NOISE
2025-03-26,22.67,23.29,22.62,22.96,43997569,HPG,1.28,23.08,25992372.13,53.43,SIDEWAY_NOISE
2025-03-26,22.67,23.29,22.62,22.96,43997569,HPG,1.28,23.08,25992372.13,53.43,SIDEWAY_NOISE
2025-03-26,22.67,23.29,22.62,22.96,43997569,HPG,1.28,23.08,25992372.13,53.43,SIDEWAY_NOISE
2025-03-27,23.08,23.08,22.87,22.92,12023359,HPG,-0.17,23.04,26076232.93,52.54,SIDEWAY_DISTRIBUTION
2025-03-27,23.08,23.08,22.87,22.92,12023359,HPG,-0.17,23.04,26076232.93,52.54,SIDEWAY_DISTRIBUTION
2025-03-27,23.08,23.08,22.87,22.92,12023359,HPG,-0.17,23.04,26076232.93,52.54,SIDEWAY_DISTRIBUTION
2025-03-28,22.87,22.92,22.58,22.62,17090800,HPG,-1.31,23.01,26026166.43,46.34,SIDEWAY_DISTRIBUTION
2025-03-28,22.87,22.92,22.58,22.62,17090800,HPG,-1.31,23.01,26026166.43,46.34,SIDEWAY_DISTRIBUTION
2025-03-28,22.87,22.92,22.58,22.62,17090800,HPG,-1.31,23.01,26026166.43,46.34,SIDEWAY_DISTRIBUTION
2025-03-31,22.54,22.58,22.29,22.29,26565641,HPG,-1.46,22.95,26432353.43,40.66,SIDEWAY_DISTRIBUTION
2025-03-31,22.54,22.58,22.29,22.29,26565641,HPG,-1.46,22.95,26432353.43,40.66,SIDEWAY_DISTRIBUTION
2025-03-31,22.54,22.58,22.29,22.29,26565641,HPG,-1.46,22.95,26432353.43,40.66,SIDEWAY_DISTRIBUTION
2025-04-01,22.33,22.54,22.29,22.5,14037535,HPG,0.94,22.92,26068539.87,45.26,SIDEWAY_DISTRIBUTION
2025-04-01,22.33,22.54,22.29,22.5,14037535,HPG,0.94,22.92,26068539.87,45.26,SIDEWAY_DISTRIBUTION
2025-04-01,22.33,22.54,22.29,22.5,14037535,HPG,0.94,22.92,26068539.87,45.26,SIDEWAY_DISTRIBUTION
2025-04-02,22.62,22.83,22.58,22.71,16797845,HPG,0.93,22.9,26172990.9,49.48,SIDEWAY_DISTRIBUTION
2025-04-02,22.62,22.83,22.58,22.71,16797845,HPG,0.93,22.9,26172990.9,49.48,SIDEWAY_DISTRIBUTION
2025-04-02,22.62,22.83,22.58,22.71,16797845,HPG,0.93,22.9,26172990.9,49.48,SIDEWAY_DISTRIBUTION
2025-04-03,21.5,22.04,21.12,21.12,80792245,HPG,-7.0,22.8,28468726.77,30.38,PANIC
2025-04-03,21.5,22.04,21.12,21.12,80792245,HPG,-7.0,22.8,28468726.77,30.38,PANIC
2025-04-03,21.5,22.04,21.12,21.12,80792245,HPG,-7.0,22.8,28468726.77,30.38,PANIC
2025-04-04,19.67,20.71,19.67,20.5,73222029,HPG,-2.94,22.65,30540237.33,26.15,PANIC
2025-04-04,19.67,20.71,19.67,20.5,73222029,HPG,-2.94,22.65,30540237.33,26.15,PANIC
2025-04-04,19.67,20.71,19.67,20.5,73222029,HPG,-2.94,22.65,30540237.33,26.15,PANIC
2025-04-08,19.58,20.0,19.08,19.08,35517471,HPG,-6.93,22.44,29259866.27,19.45,PANIC
2025-04-08,19.58,20.0,19.08,19.08,35517471,HPG,-6.93,22.44,29259866.27,19.45,PANIC
2025-04-08,19.58,20.0,19.08,19.08,35517471,HPG,-6.93,22.44,29259866.27,19.45,PANIC
2025-04-09,17.75,18.58,17.75,17.75,77212228,HPG,-6.97,22.16,30780356.03,15.46,PANIC
2025-04-09,17.75,18.58,17.75,17.75,77212228,HPG,-6.97,22.16,30780356.03,15.46,PANIC
2025-04-09,17.75,18.58,17.75,17.75,77212228,HPG,-6.97,22.16,30780356.03,15.46,PANIC
2025-04-10,18.96,18.96,18.96,18.96,3066909,HPG,6.82,21.94,29821242.1,29.61,EXPLOSION
2025-04-10,18.96,18.96,18.96,18.96,3066909,HPG,6.82,21.94,29821242.1,29.61,EXPLOSION
2025-04-10,18.96,18.96,18.96,18.96,3066909,HPG,6.82,21.94,29821242.1,29.61,EXPLOSION
2025-04-11,20.17,20.25,19.58,20.25,76305239,HPG,6.8,21.8,30659695.1,40.96,EXPLOSION
2025-04-11,20.17,20.25,19.58,20.25,76305239,HPG,6.8,21.8,30659695.1,40.96,EXPLOSION
2025-04-11,20.17,20.25,19.58,20.25,76305239,HPG,6.8,21.8,30659695.1,40.96,EXPLOSION
2025-04-14,20.67,21.46,20.62,21.12,51254525,HPG,4.3,21.71,31560498.33,47.15,EXPLOSION
2025-04-14,20.67,21.46,20.62,21.12,51254525,HPG,4.3,21.71,31560498.33,47.15,EXPLOSION
2025-04-14,20.67,21.46,20.62,21.12,51254525,HPG,4.3,21.71,31560498.33,47.15,EXPLOSION
2025-04-15,20.96,21.79,20.87,21.54,50611194,HPG,1.99,21.63,32558252.17,49.88,SIDEWAY_DISTRIBUTION
2025-04-15,20.96,21.79,20.87,21.54,50611194,HPG,1.99,21.63,32558252.17,49.88,SIDEWAY_DISTRIBUTION
2025-04-15,20.96,21.79,20.87,21.54,50611194,HPG,1.99,21.63,32558252.17,49.88,SIDEWAY_DISTRIBUTION
2025-04-16,21.58,21.67,20.87,21.25,25738379,HPG,-1.35,21.54,32501471.47,48.03,SIDEWAY_NOISE
2025-04-16,21.58,21.67,20.87,21.25,25738379,HPG,-1.35,21.54,32501471.47,48.03,SIDEWAY_NOISE
2025-04-16,21.58,21.67,20.87,21.25,25738379,HPG,-1.35,21.54,32501471.47,48.03,SIDEWAY_NOISE
2025-04-17,21.0,21.33,20.67,21.25,24465980,HPG,0.0,21.47,32303618.07,48.03,SIDEWAY_NOISE
2025-04-17,21.0,21.33,20.67,21.25,24465980,HPG,0.0,21.47,32303618.07,48.03,SIDEWAY_NOISE
2025-04-17,21.0,21.33,20.67,21.25,24465980,HPG,0.0,21.47,32303618.07,48.03,SIDEWAY_NOISE
2025-04-18,21.37,21.46,21.21,21.21,20785143,HPG,-0.19,21.4,31763484.97,47.75,SIDEWAY_NOISE
2025-04-18,21.37,21.46,21.21,21.21,20785143,HPG,-0.19,21.4,31763484.97,47.75,SIDEWAY_NOISE
2025-04-18,21.37,21.46,21.21,21.21,20785143,HPG,-0.19,21.4,31763484.97,47.75,SIDEWAY_NOISE
2025-04-21,21.21,21.21,20.79,20.79,17327776,HPG,-1.98,21.31,31236130.17,44.77,SIDEWAY_NOISE
2025-04-21,21.21,21.21,20.79,20.79,17327776,HPG,-1.98,21.31,31236130.17,44.77,SIDEWAY_NOISE
2025-04-21,21.21,21.21,20.79,20.79,17327776,HPG,-1.98,21.31,31236130.17,44.77,SIDEWAY_NOISE
2025-04-22,20.67,20.92,19.5,20.87,47493704,HPG,0.38,21.22,32032541.67,45.47,SIDEWAY_NOISE
2025-04-22,20.67,20.92,19.5,20.87,47493704,HPG,0.38,21.22,32032541.67,45.47,SIDEWAY_NOISE
2025-04-22,20.67,20.92,19.5,20.87,47493704,HPG,0.38,21.22,32032541.67,45.47,SIDEWAY_NOISE
2025-04-23,21.25,21.42,21.12,21.29,22246788,HPG,2.01,21.15,31903915.1,49.1,EXPLOSION
2025-04-23,21.25,21.42,21.12,21.29,22246788,HPG,2.01,21.15,31903915.1,49.1,EXPLOSION
2025-04-23,21.25,21.42,21.12,21.29,22246788,HPG,2.01,21.15,31903915.1,49.1,EXPLOSION
2025-04-24,21.42,21.42,21.0,21.33,17227712,HPG,0.19,21.07,31789355.47,49.45,SIDEWAY_NOISE
2025-04-24,21.42,21.42,21.0,21.33,17227712,HPG,0.19,21.07,31789355.47,49.45,SIDEWAY_NOISE
2025-04-24,21.42,21.42,21.0,21.33,17227712,HPG,0.19,21.07,31789355.47,49.45,SIDEWAY_NOISE
2025-04-25,21.21,21.42,21.04,21.42,24864961,HPG,0.42,20.99,31790637.83,50.27,SIDEWAY_NOISE
2025-04-25,21.21,21.42,21.04,21.42,24864961,HPG,0.42,20.99,31790637.83,50.27,SIDEWAY_NOISE
2025-04-25,21.21,21.42,21.04,21.42,24864961,HPG,0.42,20.99,31790637.83,50.27,SIDEWAY_NOISE
2025-04-28,21.42,21.42,21.12,21.37,9768183,HPG,-0.23,20.93,31506305.57,49.79,SIDEWAY_NOISE
2025-04-28,21.42,21.42,21.12,21.37,9768183,HPG,-0.23,20.93,31506305.57,49.79,SIDEWAY_NOISE
2025-04-28,21.42,21.42,21.12,21.37,9768183,HPG,-0.23,20.93,31506305.57,49.79,SIDEWAY_NOISE
2025-04-29,21.37,21.42,21.17,21.25,14478374,HPG,-0.56,20.88,31330973.47,48.58,SIDEWAY_NOISE
2025-04-29,21.37,21.42,21.17,21.25,14478374,HPG,-0.56,20.88,31330973.47,48.58,SIDEWAY_NOISE
2025-04-29,21.37,21.42,21.17,21.25,14478374,HPG,-0.56,20.88,31330973.47,48.58,SIDEWAY_NOISE
2025-05-05,21.37,21.46,21.12,21.42,12563050,HPG,0.8,20.82,31124373.63,50.41,SIDEWAY_NOISE
2025-05-05,21.37,21.46,21.12,21.42,12563050,HPG,0.8,20.82,31124373.63,50.41,SIDEWAY_NOISE
2025-05-05,21.37,21.46,21.12,21.42,12563050,HPG,0.8,20.82,31124373.63,50.41,SIDEWAY_NOISE
2025-05-06,21.46,21.71,21.21,21.21,20963206,HPG,-0.98,20.75,30558029.2,48.13,SIDEWAY_NOISE
2025-05-06,21.46,21.71,21.21,21.21,20963206,HPG,-0.98,20.75,30558029.2,48.13,SIDEWAY_NOISE
2025-05-06,21.46,21.71,21.21,21.21,20963206,HPG,-0.98,20.75,30558029.2,48.13,SIDEWAY_NOISE
2025-05-07,21.12,21.25,21.12,21.17,11518736,HPG,-0.19,20.75,30107367.17,47.69,SIDEWAY_NOISE
2025-05-07,21.12,21.25,21.12,21.17,11518736,HPG,-0.19,20.75,30107367.17,47.69,SIDEWAY_NOISE
2025-05-07,21.12,21.25,21.12,21.17,11518736,HPG,-0.19,20.75,30107367.17,47.69,SIDEWAY_NOISE
2025-05-08,21.17,21.54,21.08,21.42,19907154,HPG,1.18,20.8,30140217.53,50.74,SIDEWAY_NOISE
2025-05-08,21.17,21.54,21.08,21.42,19907154,HPG,1.18,20.8,30140217.53,50.74,SIDEWAY_NOISE
2025-05-08,21.17,21.54,21.08,21.42,19907154,HPG,1.18,20.8,30140217.53,50.74,SIDEWAY_NOISE
